INSP_REQ_NO,INSP_CLASS_CD,INSP_REQ_DT,PLANT_CD,ITEM_CD,BP_CD,WC_CD,OPR_NO,POR_NO,POR_SEQ,PRODT_NO,LOT_NO,LOT_SIZE,SL_CD,INSP_REQMT_DT,INSP_SCHDL_DT,INSP_STATUS,UNIT_CD,RELEASE_DT
QR000133,R,2021-03-11 00:00:00,SH00,E81179,1408191813,,,PO2103080024,1,,2282,1.000000,B500,2021-03-11 00:00:00,,R,EA ,2021-03-11 00:00:00
QR000132,R,2021-03-11 00:00:00,SH00,E81179,1408191813,,,PO2103080024,1,,2281,1.000000,B500,2021-03-11 00:00:00,,R,EA ,2021-03-11 00:00:00
QR000131,R,2021-03-11 00:00:00,SH00,E81179,1408191813,,,PO2103080024,1,,2280,1.000000,B500,2021-03-11 00:00:00,,R,EA ,2021-03-11 00:00:00
QR000130,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2326,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000129,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2325,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000128,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2322,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000127,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2319,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000126,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2317,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000125,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2315,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000124,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2311,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000123,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2309,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000122,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2306,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000121,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2302,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000120,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2300,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000119,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2298,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000118,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2297,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000117,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2296,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000116,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2295,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000115,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2294,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000114,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2293,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000113,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2284,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000112,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2273,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000111,R,2021-02-24 00:00:00,SH00,E81179,1408191813,,,PO2101280102,1,,2271,1.000000,B500,2021-02-24 00:00:00,,R,EA ,2021-02-24 00:00:00
QR000110,R,2021-01-27 00:00:00,SH00,K11380WW,1358629724,,,PO2012300264,30,,*,2.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000109,R,2021-01-27 00:00:00,SH00,J11200WW,1358629724,,,PO2012310012,1,,*,3.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000108,R,2021-01-27 00:00:00,SH00,W70023,1358645952,,,PO2101130016,3,,*,5.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000107,R,2021-01-27 00:00:00,SH00,B03157,1358645952,,,PO2101130016,2,,*,2.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000106,R,2021-01-27 00:00:00,SH00,A51369,1358645952,,,PO2101190021,1,,*,16.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000105,R,2021-01-27 00:00:00,SH00,G33602,1358645952,,,PO2101070021,3,,*,1.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000104,R,2021-01-27 00:00:00,SH00,A61626,1358645952,,,PO2101070021,2,,*,2.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000103,R,2021-01-27 00:00:00,SH00,W70023,1358645952,,,PO2012310009,7,,*,2.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000102,R,2021-01-27 00:00:00,SH00,W04609,1358645952,,,PO2012310009,4,,*,1.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000101,R,2021-01-27 00:00:00,SH00,W04603,1358645952,,,PO2012310009,3,,*,1.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000100,R,2021-01-27 00:00:00,SH00,W01078,1358645952,,,PO2012310009,13,,*,2.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000099,R,2021-01-27 00:00:00,SH00,W01075,1358645952,,,PO2012310009,14,,*,2.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000098,R,2021-01-27 00:00:00,SH00,J10140,1358645952,,,PO2012310009,1,,*,1.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000097,R,2021-01-27 00:00:00,SH00,G33602,1358645952,,,PO2012310009,2,,*,1.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000096,R,2021-01-27 00:00:00,SH00,E11624,1358645952,,,PO2012310009,9,,*,10.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000095,R,2021-01-27 00:00:00,SH00,B13228,1358645952,,,PO2012310009,11,,*,1.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000094,R,2021-01-27 00:00:00,SH00,B10101,1358645952,,,PO2012310009,8,,*,2.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000093,R,2021-01-27 00:00:00,SH00,A51605,1358645952,,,PO2012310009,5,,*,6.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000092,R,2021-01-27 00:00:00,SH00,A51369,1358645952,,,PO2012310009,10,,*,4.000000,C700,2021-01-27 00:00:00,,R,EA ,2021-01-28 00:00:00
QR000078,R,2020-11-06 00:00:00,SH00,C11112LL,1138184469,,,4500097763,18,,16333,1.000000,B500,2020-11-06 00:00:00,,R,EA ,2021-01-28 00:00:00
