INSP_REQ_NO,INSP_RESULT_NO,INSP_CLASS_CD,INSP_DT,BP_CD,ITEM_CD,PLANT_CD,LOT_NO,LOT_SIZE,SL_CD,INSP_QTY,DEFECT_QTY,DECISION,INSPECTOR_CD,RMK,SL_CD_FOR_GOOD,SL_CD_FOR_DEFECT,STATUS_FLAG,TRANSFER_FLAG,RELEASE_DT,GOODS_QTY,DEFECTIVES_QTY
QR002362,1,R,2026-05-08 00:00:00,1248667387,ES11100,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-05-08 00:00:00,10.000000,0.000000
QR002361,1,R,2026-05-08 00:00:00,2348802346,S5T3-2178000-01,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-05-08 00:00:00,2.000000,0.000000
QR002360,1,R,2026-05-08 00:00:00,2348802346,6171-55000,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-05-08 00:00:00,2.000000,0.000000
QR002358,1,R,2026-05-07 00:00:00,2298600847,EC08100,SA00,*,11.000000,A503,11.000000,0.000000,A,13,,A503,,R,Y,2026-05-07 00:00:00,11.000000,0.000000
QR002354,1,R,2026-05-07 00:00:00,2298600847,EC04400,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-05-07 00:00:00,2.000000,0.000000
QR002353,1,R,2026-05-07 00:00:00,2298600847,EC04400,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-05-07 00:00:00,2.000000,0.000000
QR002351,1,R,2026-05-06 00:00:00,1348149488,D303221,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-05-06 00:00:00,2.000000,0.000000
QR002350,1,R,2026-05-06 00:00:00,8528601272,6110025-050260D,SA00,*,6.000000,A700,6.000000,0.000000,A,13,,A700,,R,Y,2026-05-06 00:00:00,6.000000,0.000000
QR002349,1,R,2026-05-06 00:00:00,8528601272,6110025-050260D,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-05-06 00:00:00,2.000000,0.000000
QR002348,1,R,2026-05-06 00:00:00,8528601272,6110025-050260D,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-05-06 00:00:00,1.000000,0.000000
QR002347,1,R,2026-05-06 00:00:00,8528601272,6110025-050260D,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-05-06 00:00:00,1.000000,0.000000
QR002346,1,R,2026-05-06 00:00:00,8528601272,6110025-050260D,SA00,*,11.000000,A601,11.000000,0.000000,A,13,,A601,,R,Y,2026-05-06 00:00:00,11.000000,0.000000
QR002298,1,R,2026-04-30 00:00:00,1348149488,D323431,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-30 00:00:00,2.000000,0.000000
QR002297,1,R,2026-04-30 00:00:00,1348149488,D8J3-3216000-00,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-30 00:00:00,2.000000,0.000000
QR002270,1,R,2026-04-30 00:00:00,1348149488,D703342A,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-30 00:00:00,1.000000,0.000000
QR002269,1,R,2026-04-30 00:00:00,1348149488,D703341A,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-30 00:00:00,1.000000,0.000000
QR002268,1,F,2026-04-30 00:00:00,,Z5P1-MPFV000-00,SA00,860,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-30 00:00:00,1.000000,0.000000
QR002267,1,F,2026-04-30 00:00:00,,Z5P1-MPFV000-00,SA00,859,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-30 00:00:00,1.000000,0.000000
QR002266,1,F,2026-04-30 00:00:00,,E1Y1-0000000-00,SA00,337,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-30 00:00:00,1.000000,0.000000
QR002265,1,F,2026-04-30 00:00:00,,D120000,SA00,397,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-30 00:00:00,1.000000,0.000000
QR002264,1,F,2026-04-30 00:00:00,,D120000,SA00,396,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-30 00:00:00,1.000000,0.000000
QR002263,1,F,2026-04-30 00:00:00,,D120000,SA00,395,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-30 00:00:00,1.000000,0.000000
QR002259,1,R,2026-04-29 00:00:00,1348149488,D323431,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-29 00:00:00,2.000000,0.000000
QR002244,1,R,2026-04-29 00:00:00,1348149488,T1D3-3401500-00,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-29 00:00:00,2.000000,0.000000
QR002161,1,R,2026-04-29 00:00:00,1348149488,D703705,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-29 00:00:00,1.000000,0.000000
QR002160,1,R,2026-04-29 00:00:00,1348149488,D701317,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-29 00:00:00,2.000000,0.000000
QR002159,1,F,2026-04-29 00:00:00,,Z5P1-MPPV000-00,SA00,860,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-29 00:00:00,1.000000,0.000000
QR002158,1,F,2026-04-29 00:00:00,,Z5P1-MPPV000-00,SA00,859,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-29 00:00:00,1.000000,0.000000
QR002157,1,F,2026-04-29 00:00:00,,Z5P1-MPHV000-00,SA00,858,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-29 00:00:00,1.000000,0.000000
QR002156,1,F,2026-04-29 00:00:00,,Z5P1-MPHV000-00,SA00,857,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-29 00:00:00,1.000000,0.000000
QR002155,1,F,2026-04-29 00:00:00,,Z5P1-MPHV000-00,SA00,856,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-29 00:00:00,1.000000,0.000000
QR002154,1,F,2026-04-28 00:00:00,,WC10000000,SA00,87,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002153,1,F,2026-04-28 00:00:00,,WC10000000,SA00,86,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002152,1,F,2026-04-28 00:00:00,,WC10000000,SA00,85,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002151,1,F,2026-04-28 00:00:00,,WC10000000,SA00,84,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002150,1,F,2026-04-28 00:00:00,,WC10000000,SA00,83,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002149,1,F,2026-04-28 00:00:00,,WC10000000,SA00,82,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002148,1,F,2026-04-28 00:00:00,,WC10000000,SA00,81,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002147,1,F,2026-04-28 00:00:00,,WC10000000,SA00,80,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002146,1,F,2026-04-28 00:00:00,,WC10000000,SA00,79,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002145,1,F,2026-04-28 00:00:00,,WC10000000,SA00,78,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002144,1,F,2026-04-28 00:00:00,,WC10000000,SA00,77,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002143,1,F,2026-04-28 00:00:00,,WC10000000,SA00,76,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002142,1,F,2026-04-28 00:00:00,,WC10000000,SA00,75,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002141,1,F,2026-04-28 00:00:00,,WC10000000,SA00,74,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002140,1,F,2026-04-28 00:00:00,,WC10000000,SA00,73,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002139,1,F,2026-04-28 00:00:00,,WC10000000,SA00,72,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002138,1,F,2026-04-28 00:00:00,,WC10000000,SA00,71,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002137,1,F,2026-04-28 00:00:00,,WC10000000,SA00,70,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002136,1,F,2026-04-28 00:00:00,,WC10000000,SA00,69,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002135,1,F,2026-04-28 00:00:00,,WC10000000,SA00,68,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002134,1,F,2026-04-28 00:00:00,,WC10000000,SA00,67,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002133,1,F,2026-04-28 00:00:00,,WC10000000,SA00,66,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002132,1,F,2026-04-28 00:00:00,,WC10000000,SA00,65,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002131,1,F,2026-04-28 00:00:00,,WC10000000,SA00,64,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002130,1,F,2026-04-28 00:00:00,,WC10000000,SA00,63,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002129,1,F,2026-04-28 00:00:00,,WC10000000,SA00,62,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002128,1,F,2026-04-28 00:00:00,,WC10000000,SA00,61,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002127,1,F,2026-04-28 00:00:00,,WC10000000,SA00,60,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002126,1,F,2026-04-28 00:00:00,,WC10000000,SA00,59,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002125,1,F,2026-04-28 00:00:00,,WC10000000,SA00,58,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002124,1,F,2026-04-28 00:00:00,,WC10000000,SA00,57,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002123,1,F,2026-04-28 00:00:00,,WC10000000,SA00,56,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002122,1,F,2026-04-28 00:00:00,,WC10000000,SA00,55,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002121,1,F,2026-04-28 00:00:00,,WC10000000,SA00,54,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002120,1,F,2026-04-28 00:00:00,,WC10000000,SA00,53,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002119,1,F,2026-04-28 00:00:00,,WC10000000,SA00,52,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002118,1,F,2026-04-28 00:00:00,,WC10000000,SA00,51,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002117,1,F,2026-04-28 00:00:00,,WC10000000,SA00,50,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002116,1,F,2026-04-28 00:00:00,,WC10000000,SA00,49,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002115,1,F,2026-04-28 00:00:00,,WC10000000,SA00,48,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002114,1,F,2026-04-28 00:00:00,,WC10000000,SA00,47,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002113,1,F,2026-04-28 00:00:00,,WC10000000,SA00,46,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002112,1,F,2026-04-28 00:00:00,,WC10000000,SA00,45,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002111,1,F,2026-04-28 00:00:00,,WC10000000,SA00,44,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002110,1,F,2026-04-28 00:00:00,,WC10000000,SA00,43,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002109,1,F,2026-04-28 00:00:00,,WC10000000,SA00,42,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002108,1,F,2026-04-28 00:00:00,,WC10000000,SA00,41,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002107,1,F,2026-04-28 00:00:00,,WC10000000,SA00,40,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002106,1,F,2026-04-28 00:00:00,,WC10000000,SA00,39,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002105,1,F,2026-04-28 00:00:00,,WC10000000,SA00,38,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002104,1,F,2026-04-28 00:00:00,,WC10000000,SA00,37,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002103,1,F,2026-04-28 00:00:00,,WC10000000,SA00,36,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002102,1,F,2026-04-28 00:00:00,,WC10000000,SA00,35,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002101,1,F,2026-04-28 00:00:00,,WC10000000,SA00,34,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002100,1,F,2026-04-28 00:00:00,,WC10000000,SA00,33,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002098,1,R,2026-04-28 00:00:00,1348149488,D8C1-2008000-06,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-28 00:00:00,2.000000,0.000000
QR002090,1,R,2026-04-28 00:00:00,3128180264,D263305A,SA00,*,1.000000,A700,1.000000,0.000000,A,13,,A700,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002089,1,F,2026-04-28 00:00:00,,T1D1-0000000-00,SA00,392,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002088,1,F,2026-04-28 00:00:00,,E1D1-0000000-00,SA00,340,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002087,1,F,2026-04-28 00:00:00,,E1D1-0000000-00,SA00,339,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002086,1,F,2026-04-28 00:00:00,,E1D1-0000000-00,SA00,338,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002085,1,F,2026-04-28 00:00:00,,E1D1-0000000-00,SA00,337,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002084,1,F,2026-04-28 00:00:00,,J8B1-0000000-00,SA00,397,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002083,1,F,2026-04-28 00:00:00,,J8B1-0000000-00,SA00,396,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002082,1,F,2026-04-28 00:00:00,,J8B1-0000000-00,SA00,395,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002079,1,F,2026-04-28 00:00:00,,J8B1-0000000-00,SA00,400,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002078,1,F,2026-04-28 00:00:00,,D490000,SA00,84,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-04-28 00:00:00,1.000000,0.000000
QR002027,1,R,2026-04-27 00:00:00,1408131509,K025410D,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-27 00:00:00,2.000000,0.000000
QR002026,1,R,2026-04-27 00:00:00,1408131509,K025254A,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-27 00:00:00,4.000000,0.000000
QR002021,1,R,2026-04-27 00:00:00,1348645361,DF01610A,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-27 00:00:00,10.000000,0.000000
QR002020,1,R,2026-04-27 00:00:00,1348645361,DF01510,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-27 00:00:00,10.000000,0.000000
QR002019,1,R,2026-04-27 00:00:00,1348645361,DF00200,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-27 00:00:00,10.000000,0.000000
QR002018,1,R,2026-04-27 00:00:00,1348645361,DF02910,SA00,*,1.000000,A700,1.000000,0.000000,A,13,,A700,,R,Y,2026-04-27 00:00:00,1.000000,0.000000
QR002017,1,R,2026-04-27 00:00:00,1348645361,DF02910,SA00,*,1.000000,A700,1.000000,0.000000,A,13,,A700,,R,Y,2026-04-27 00:00:00,1.000000,0.000000
QR002016,1,R,2026-04-27 00:00:00,2298600847,ES05200,SA00,*,7.000000,A601,7.000000,0.000000,A,13,,A601,,R,Y,2026-04-27 00:00:00,7.000000,0.000000
QR002015,1,R,2026-04-27 00:00:00,2298600847,EC08000,SA00,*,6.000000,A601,6.000000,0.000000,A,13,,A601,,R,Y,2026-04-27 00:00:00,6.000000,0.000000
QR002014,1,R,2026-04-14 00:00:00,1348149488,D323431,SA00,*,1.000000,A700,1.000000,0.000000,A,13,,A700,,R,Y,2026-04-14 00:00:00,1.000000,0.000000
QR002011,1,R,2026-04-24 00:00:00,9010100214,ES06800,SA00,*,11.000000,A601,11.000000,0.000000,A,13,,A601,,R,Y,2026-04-24 00:00:00,11.000000,0.000000
QR002010,1,R,2026-04-24 00:00:00,9010100214,ES06800,SA00,*,9.000000,A601,9.000000,0.000000,A,13,,A601,,R,Y,2026-04-24 00:00:00,9.000000,0.000000
QR001934,1,R,2026-04-23 00:00:00,1348149488,D8J3-3216000-00,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-23 00:00:00,2.000000,0.000000
QR001931,1,R,2026-04-22 00:00:00,1348149488,D323431,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-22 00:00:00,2.000000,0.000000
QR001911,1,R,2026-04-22 00:00:00,3320703029,K136177,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-22 00:00:00,2.000000,0.000000
QR001899,1,R,2026-04-21 00:00:00,1348645361,DF00820A,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,10.000000,0.000000
QR001898,1,R,2026-04-21 00:00:00,1348645361,DF01304,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,10.000000,0.000000
QR001897,1,R,2026-04-21 00:00:00,1348645361,DF04900,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,10.000000,0.000000
QR001896,1,R,2026-04-21 00:00:00,1348645361,DF04510,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,10.000000,0.000000
QR001895,1,R,2026-04-21 00:00:00,1348645361,DF01610,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,10.000000,0.000000
QR001894,1,R,2026-04-21 00:00:00,1348645361,DF01410,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,10.000000,0.000000
QR001893,1,R,2026-04-21 00:00:00,1348645361,DF01100,SA00,*,5.000000,A700,5.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,5.000000,0.000000
QR001892,1,R,2026-04-21 00:00:00,1348645361,DF00180,SA00,*,5.000000,A700,5.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,5.000000,0.000000
QR001891,1,R,2026-04-21 00:00:00,1348645361,DF08200,SA00,*,5.000000,A700,5.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,5.000000,0.000000
QR001890,1,R,2026-04-21 00:00:00,1348645361,DF01710,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,10.000000,0.000000
QR001889,1,R,2026-04-21 00:00:00,1348645361,DF00180,SA00,*,12.000000,A700,12.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,12.000000,0.000000
QR001888,1,R,2026-04-21 00:00:00,1348645361,DF00180,SA00,*,5.000000,A700,5.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,5.000000,0.000000
QR001887,1,R,2026-04-21 00:00:00,1348645361,DF00880A,SA00,*,15.000000,A700,15.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,15.000000,0.000000
QR001886,1,R,2026-04-21 00:00:00,1348645361,DF00100,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,10.000000,0.000000
QR001883,1,R,2026-04-21 00:00:00,1098145190,M021-14100,SA00,*,1.000000,A700,1.000000,0.000000,A,13,,A700,,R,Y,2026-04-21 00:00:00,1.000000,0.000000
QR001879,1,R,2026-04-20 00:00:00,5148177647,D0031065-V5,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-20 00:00:00,10.000000,0.000000
QR001873,1,R,2026-04-17 00:00:00,2298600847,EC04400,SA00,*,1.000000,A700,1.000000,0.000000,A,13,,A700,,R,Y,2026-04-17 00:00:00,1.000000,0.000000
QR001859,1,R,2026-04-17 00:00:00,1348149488,T1S3-2501000-01,SA00,*,8.000000,A601,8.000000,0.000000,A,13,,A601,,R,Y,2026-04-17 00:00:00,8.000000,0.000000
QR001855,1,R,2026-04-16 00:00:00,3320703029,Z2P3-1302000-06,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-16 00:00:00,10.000000,0.000000
QR001854,1,R,2026-04-16 00:00:00,2298600847,EC04400,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-16 00:00:00,1.000000,0.000000
QR001851,1,R,2026-04-16 00:00:00,2298600847,EC04400,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-16 00:00:00,2.000000,0.000000
QR001848,1,R,2026-04-16 00:00:00,2298600847,EC04400,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-16 00:00:00,2.000000,0.000000
QR001846,1,R,2026-04-16 00:00:00,1348149488,Z2P3-2738000-12,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-16 00:00:00,2.000000,0.000000
QR001841,1,R,2026-04-16 00:00:00,1348149488,D4B3-3221000-01,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-16 00:00:00,4.000000,0.000000
QR001840,1,R,2026-04-16 00:00:00,1348149488,D323431,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-16 00:00:00,2.000000,0.000000
QR001839,1,R,2026-04-16 00:00:00,2348802346,6400007-2400010,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-16 00:00:00,4.000000,0.000000
QR001838,1,R,2026-04-16 00:00:00,2348802346,6171-55000,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-16 00:00:00,1.000000,0.000000
QR001835,1,R,2026-04-15 00:00:00,4918102052,A712603A,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-15 00:00:00,1.000000,0.000000
QR001834,1,R,2026-04-15 00:00:00,4918102052,A712602,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-15 00:00:00,1.000000,0.000000
QR001831,1,R,2026-04-15 00:00:00,3320703029,D2B1-3800000-03,SA00,*,2.000000,A700,2.000000,0.000000,A,13,,A700,,R,Y,2026-04-15 00:00:00,2.000000,0.000000
QR001830,1,R,2026-04-14 00:00:00,1378127519,T4N2-2316000-04,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-14 00:00:00,4.000000,0.000000
QR001829,1,R,2026-04-14 00:00:00,1378127519,T4S1-3101000-13,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-14 00:00:00,2.000000,0.000000
QR001774,1,R,2026-04-14 00:00:00,1348149488,D8J3-3216000-00,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-14 00:00:00,4.000000,0.000000
QR001773,1,R,2026-04-13 00:00:00,2298600847,EC08100,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-13 00:00:00,2.000000,0.000000
QR001772,1,R,2026-04-13 00:00:00,2298600847,EC08100,SA00,*,6.000000,A601,6.000000,0.000000,A,13,,A601,,R,Y,2026-04-13 00:00:00,6.000000,0.000000
