ITEM_CD,ITEM_NM,ITEM_GROUP_NM,SPEC,BASIC_UNIT,HS_CD
3320010-3002414,SOLENOID CONTROL VALVE,SD-700,,EA,
3320010-3004315,SOLENOID CONTROL VALVE/AD3004CZ002+BS315,SD-700,AD3004CZ002+BS315,EA,
3320010-4002414,SOLENOID CONTROL VALVE/DG-S4A00DL24,SD-700,"DG-S4A00DL24,PT1/4",EA,
3320075-1216394,"D/PILOT CHCK VALVE/CKCB-XCN,PT3/8",SD-700,"CKCB-XCN,PT3/8",EA,
3320075-7837000,D/PILOT CHCK VALVE/055341109401,SD-700,55341109401,EA,
3350000-000110S,SPEED CONTROL/SC1-10,SD-700,SC1-10,EA,
3350000-400015R,REGULATOR/R4000-15-A15,SD-700,R4000-15-A15,EA,
3350010-431008K,SOLENOID VALVE AIR/4KA310-08-DC24V,SD-700,4KA310-08-DC24V,EA,
3359005-000410B,BRACKET/T형/B410,SD-700,B410,EA,8431.49-9000
3395000-1310080,D/COLLECTOR BLOCK/1-A3100-98-0,SD-700,1-A3100-98-0,EA,
3395000-2140990,COLLARING BLOCK,SD-700,,EA,
3400000-000530E,SD-530E 실린더 도장비,SD-530E,,EA,
3400025-1007002,"EXTNSN-A CYLINDER/STR=200,SD700D",SD-700,"STR=200,SD700D",EA,
3401215-0000700,SEAL KIT/SD700D/FRONT IDLER용,SD-700,,EA,8431.49-9000
3401215-00007000,SEAL KIT,SD-700,,EA,8431.49-9000
3420000-0220045,AIR CYLINDER/CMK2-T-SR-20-45-LS-Y,SD-700,CMK2-T-SR-20-45-LS-Y,EA,
3420000-0240050,AIR CYLINDER/CMK2-CC-40-50-Y,SD-700,"3""xt42x16.2, SS275, -",EA,
34220-06300,SEPARATER/4900650-3422006,SD-700,4900650-3422006,EA,
3643600100,DPHRAGM,SD-700,,EA,8431.49-9000
3643600200,DPHRAGM,SD-700,,EA,
3643600300,DPHRAGM,SD-700,,EA,8431.49-9000
3643600400,DPHRAGM,SD-700,,EA,8431.49-9000
36622-00601,DPHRAGM,SD-700,,EA,8431.49-9000
3673000-0016240,"MICRO HOSE ( PF1/4*M16,4.0M )",SD-25,"( PF1/4*M16,4.0M ), -, -",EA,
3673000-0016255,"MICRO HOSE ( PF1/4*M16,5.5M )",SD-25,"( PF1/4*M16,5.5M ), -, -",EA,
3673000-0016262,"MICRO HOSE ( PF1/4*M16,6.2M )",SD-25,"(PF1/4*M16,6.2M), -, -",EA,
3673000-0016290,"MICRO HOSE ( PF1/4*M16,9.0M )",SD-25,"(PF1/4*M16,9.0M), -, -",EA,
369300V-SD25999,HOSE V-CODE (SD-25 TRACK HEL),SD-25,임시 코드(리스트 확인),EA,
3731030-2533456,"SEAL,DUST/DSI 25X33X4.5X6",SD-700,DSI 25X33X4.5X6,EA,8431.49-9000
3731040-0457208,OIL SEAL/AD45X72X8-V,SD-700,AD45X72X8-V,EA,
3731040-0608010,OIL SEAL/AD60X80X10-V,SD-700,AD60X80X10-V,EA,
3731040-0659010,OIL SEAL/AD 65X90X10-V,SD-700,AD 65X90X10-V,EA,
37400-10400,OIL FILTER ASSY,SD-700,,EA,
3770000-100751A,O-RING ( G75-1A ),SD-25,", -, -",EA,
3770000-101151A,O-RING ( G115-1A ),SD-25,"G115-1A, -, -",EA,
3770000-102001B,O-RING ( G200-1B ),SD-25,"G200-1B, -, -",EA,
3782015-0000703,SEAL KIT/BOOM CYLINDER/SD-700D,SD-700,,EA,8431.49-9000
3800000-300206C,LUBRICATOR/3002E-6C-V-B,SD-700,3002E-6C-V-B,EA,
3801000-0006310,L/FILTER/TEF631.25VG16SPFS9O,SD-700,TEF631.25VG16SPFS9O,EA,
3801000-0041015,PILOT FILTER/DTII-04-10-15,SD-700,DTII-04-10-15,EA,
3801000-2102524,"FILTER,RTN/FTC2A10QV25G24X3",SD-700,FTC2A10QV25G24X3,EA,
3801000-305100L,"LINE FLTR,PRSSR/LF BN/HC 30 G 5B 1.X",SD-700,LF BN/HC 30 G 5B 1.X,EA,
3801000-5784039,RETURN FILTER( JD-2000 ),SD-25,"HF578-40.390-AS-FG010-B17, -, -",EA,
3801015-0003000,OIL FILTER.LUB/LF-3000,SD-700,LF-3000,EA,
3801015-0003349,"OIL FILTER/LF-3349,SHCD-650D",SD-700,"LF-3349,SHCD-650D",EA,
3802000-400015F,AIR FILTER/F4000-15-FA15,SD-700,F4000-15-FA15,EA,
3802010-0002280,AIR PRE CLEANER,SD-700,,EA,
3802010-0020440,AIR PRE CLEANER,SD-700,,EA,
3802010-8240282,ELEMENT AIR CLNR/8240-02820,SD-700,8240-02820,EA,
3802010-8912457,AIR CLEANER ELEMENT-IN,SD-700,,EA,
3802010-8912458,AIR CLEANER ELEMENT-OUT,SD-700,,EA,
3802010-9912450,"FILTER SET(IN/OUT),AIR CLEANER",SD-700,,EA,
3802010-9912457,ELEMENT AIR CLEANER/INNER FILTER,SD-700,,EA,
380210-9912458,OUTER FILTER/AIR,SD-700,,EA,
3803005-0001280,"FUEL FILTER/FS-1280,SHCD650D",SD-700,"FS-1280,SHCD650D",EA,
3803005-0005052,"FUEL FILTER/FF-5052,SHCD650D",SD-700,"FF-5052,SHCD650D",EA,
3810000-150024H,"SUCTN STRNR/SH-SE-24,150MESH",SD-700,"SH-SE-24,150MESH",EA,
3810000-316020A,"Y-STRAINER ( 316 , PT 20A , 3/4"" )",SD-25,", ,",EA,
3820005-000004S,AIR BREATHER( PT1/2 ),SD-25,"PT 1/2, -, -",EA,
3820005-0116310,AIR BREATHER/9922-4500,SD-700,9922-4500,EA,
3820005-2000034,AIR BREATHER/PF3/4,SD-700,PF3/4,EA,
3880005-0075251,"ACCMULATOR/OLM.075-250-TUV,007-1515-0",SD-700,"OLM.075-250-TUV,007-1515-0",EA,8431.49-9000
3890005-0020100,"RETURN FILTER HYD,ELEMENT/SD700",SD-700,,EA,
3890005-0402477,"FILTER ELEMENT/PX-040A,PN:2477",SD-700,"PX-040A,PN:2477",EA,
3890005-3743804,"FLTR ELEMENT OIL/37438,04000",SD-700,"37438,04000",EA,
3890005-9326940,FILTER ELEMENT/PN:932694Q,SD-700,PN:932694Q,EA,
3890005-9373990,FILTER ELEMENT/937399Q,SD-700,937399Q,EA,
3890020-0007001,집진기필터/D200XID100XL500,SD-700,D200XID100XL500,EA,
3890020-3214387,FILTER.ELEMENT/32143 08700,SD-700,32143 08700,EA,
3910000-000042H,OIL COOLER/HPA42 WITH HYD.MTR,SD-700,HPA42 WITH HYD.MTR,EA,
3910000-000042M,HYDRAULIC MOTOR SET/PLM20.14/SUPPORT,SD-700,PLM20.14/SUPPORT,EA,8431.49-9000
3921000-2135301,"PRE.G/G/213.53,BOTTOM,250BAR",SD-700,"213.53,BOTTOM,250BAR",EA,
3921000-2135325,"PRE.G/G/213.53,CLAMP,BACK,250B",SD-700,"213.53,CLAMP,BACK,250B",EA,
3921000-4531120,PRE.G/G/UC.PGC.063.1.250/BACK/CLAMP,SD-700,UC.PGC.063.1.250/BACK/CLAMP,EA,
3921000-H0623SJ,"PRES GAUGE(0-250bar,JD-2000)",SD-25,"(P2582H4CBH0623SJ), -, -",EA,
3921000-H0643SJ,"PRES GAUGE(0-350bar, JD-2000)",SD-25,"(P2582H4CBH0643SJ), -, -",EA,
3921000-H1513SJ,"PRES GAUGE(0-40bar,JD-2000)",SD-25,"(P2582H4CBH1513SJ), -, -",EA,
3921001-2135301,"PRES GUAGE(BOTTOM,250BAR)",SD-700,"213.53RESTICTOR, -, -",EA,
3921001-2135306,"PRES GAUGE(CENTRE BACK, 0-40bar)",SD-25,"(CENTRE BACK, 0-40bar), -, -",EA,
3921001-2135325,PRES GAUGE(BACK/250BAR),SD-700,"( 213.53,063 RESTICTOR )",EA,
3922000-000321T,LEVEL GAUGE/UC.FLT.321,SD-700,UC.FLT.321,EA,
3922000-0660770,"LEVEL GUAGE/DJ-LG-066,L770",SD-700,"DJ-LG-066,L770",EA,
3922000-0660910,"LEVEL GUAGE/DJ-LG-066,L910",SD-700,"DJ-LG-066,L910",EA,
3924000-0660220,LEVEL GAUGE ASS'Y(M10xL220),SD-25,"-, -, -",EA,
3924000-0660480,"LEVEL GUAGE ASS'Y( M10,480mm,신형 )",SD-25,"M10, L:480mm, -, -",EA,
3924000-1660200,"LEVEL GUAGE ASS'Y( M10,200mm,신형 )",SD-25,"M10,200mm, -, -",EA,
3940000-0000801,"SILENCER ( SLW-8A , 1/4 )",SD-25,"(SLW-8A,1/4 ), -, -",EA,
4000000-0600405,"BEARING,BALL/6004 DDU",SD-700,6004 DDU,EA,
4000000-0601004,BALL BEARING (6010 ZZ),SD-25,"6010 ZZ, -, -",EA,
4000000-0620605,"BEARING,BALL/6206DDU",SD-700,6206DDU,EA,
4000000-0621000,"BEARING,BALL/6210",SD-700,6210,EA,
4000000-0621204,BALL BEARING ( 6212 ZZ ),SD-700,"고소작업대,SD-530E/제이엠(2)",EA,
4000000-0621301,"BEARING,BALL/6213Z",SD-700,6213Z,EA,
4000000-0630504,BALL BEARING ( 6305 ZZ ),SD-700,", -, -",EA,
4000000-0630602,BALL BEARING ( 6306UU ),SD-700,"6306UU, SS275, -",EA,
4000000-0630805,"BEARING,BALL/6308Z",SD-700,"6308ZZ, SS275, -",EA,
4000000-0630806,BEARING(6308ZZ-NSK),SD-25,"6308ZZ, S20C, ＿",EA,
4000000-0690505,"BEARING,BALL/6905DDU",SD-700,6905DDU,EA,
4002723,"BOLT,HEX/M16XP2.0XL210-10.9",SB151,M16XP2.0XL210-10.9,EA,8431.49-9000
4003118,"BOLT,HEX/M16XP1.5XL50-10.9",SB10,"M16xP1.5xL50(10.9T), S45C, 흑색산화피막처리",EA,8431.49-9000
4003120,"BOLT,HEX/M16XP1.5XL60-10.9",SB10,M16XP1.5XL60-10.9,EA,8431.49-9000
4003182,"BOLT,HEX/M20XP1.5XL85-10.9",SB43,M20XP1.5XL85-10.9,EA,8431.49-9000
4003292,"BOLT,HEX/M27XP2.0XL285-10.9/STGP",SB40,M27XP2.0XL285-10.9,EA,8431.49-9000
4003311,"BOLT,HEX/M30XP2.0XL140-10.9",SB130,"M30xP2.0xL140(10.9T), S45C, 흑색산화피막처리",EA,8431.49-9000
4003320,"BOLT,HEX/M30XP2.0XL310-10.9",SB50,M30XP2.0XL310-10.9,EA,8431.49-9000
4003452,"BOLT,HEX/M30XP2.0XL350-10.9",SB45,"M30xP2.0xL350-10.9, S25C, 아연도금",EA,8431.49-9000
4003453,"BOLT,HEX/M27XP2.0XL230-10.9/A/S용",SB40,"M27xP2.0xL230(10.9T), S45C, 흑색산화피막처리",EA,8431.49-9000
4003465,"BOLT,HEX/M36XP3.0XL470-10.9",SB125,M36XP3.0XL470-10.9,EA,8431.49-9000
4003468,"BOLT,HEX/M36XP3.0XL325-10.9",SB50,"M36xP3.0xL325(10.9T), S45C, 흑색산화피막처리",EA,8431.49-9000
4003469,"BOLT,HEX/M27XP2.0XL265-10.9",SB40,M27XP2.0XL265-10.9,EA,8431.49-9000
4003475,"BOLT,HEX/M42XP3.0XL330-10.9",SB50,"M42xP3.0xL330(10.9T), S45C, 흑색산화피막처리",EA,8431.49-9000
4004318,"BOLT,HEX/M20XP2.5XL50-12.9",SB30,"M20xP2.5xL50(12.9T), SCM435, 흑색산화피막처리",EA,8431.49-9000
4004319,"BOLT,HEX/M20XP2.5XL55-12.9",SB30,"M20xP2.5xL55(12.9T), SCM435, 흑색산화피막처리",EA,8431.49-9000
4004440,"BOLT,HEX/M30XP3.5XL75-12.9",SB151,M30XP3.5XL75-12.9,EA,8431.49-9000
4005250,"BOLT,HEX/M24X2.0XL120-12.9",SB81,M24X2.0XL120-12.9,EA,8431.49-9000
4005251,"BOLT,HEX/M24X2.0XL125-12.9",SB81,M24X2.0XL125-12.9,EA,8431.49-9000
4005252,"BOLT,HEX/M24X2.0XL130-12.9",SB81,M24X2.0XL130-12.9,EA,8431.49-9000
4005281,"BOLT,HEX/M27XP2.0XL130-12.9",SB81,M27XP2.0XL130-12.9,EA,8431.49-9000
4005312,"BOLT,HEX/M30XP2.0XL150-12.9",SB100,M30XP2.0XL150-12.9,EA,8431.49-9000
4005454,"BOLT,HEX/M30XP2.0XL370-12.9",SB50,M30XP2.0XL370-12.9,EA,8431.49-9000
4005463,"BOLT,HEX/M30XP2.0XL310-12.9",SB50,M30XP2.0XL310-12.9,EA,8431.49-9000
4005464,"BOLT,HEX/M36XP3.0XL310-12.9",SB50,"M36xP3.0xL310(12.9T), SCM435, 흑색산화피막처리",EA,8431.49-9000
4010000-NU1010N,ROLLER BEARING (NU 1010),SD-25,"NU 1010, -, -",EA,
4010084,"BOLT,SOCKET/M12XP1.75XL70-10.9",SQ80,M12XP1.75XL70-10.9,EA,8431.49-9000
4011376,"BOLT,SOCKET/M36XP4.0XL80-12.9/흑색산화/탈수소",SB200,"M36xP4xL80(12.9T), S45C, 다크로도금",EA,8431.49-9000
4012084,"BOLT,SOCKET/M12XP1.25XL70-10.9",SQ80,"M12xP1.25xL70(10.9T), S45C, 흑색산화피막처리",EA,8431.49-9000
4030005-202531F,DU DRY BEARING (MB2025-31FDU),SD-25,"MB2025_31FDU, -, -",EA,
4030005-251036F,DU DRY BEARING ( 2510-36FDU ) O/R,SD-25,"-, -, -",EA,
4030005-252036F,DU DRY BEARING ( 2520-36FDU ),SD-25,"MB2520-36FDU, -, -",EA,
4030005-352549F,DU DRY BEARING ( MB3525-49FDU ),SD-25,(활선차BOOM),EA,
4030005-353049F,DU DRY BEARING (MB3530-49FDU),SD-25,"MB3530-49FDU, -, -",EA,
4030005-404054F,DU DRY BEARING (MB4040-54FDU),SD-25,"MB4040-54FDU, -, -",EA,
4090000-000018T,CAM FOLLOWER/CFT-18UU,SD-700,CFT-18UU,EA,
4100055-0000010,EYE-BOLT ( M 10 ),SD-25,", -, -",EA,
4100075-1035703,U-BOLT(M10*R35*H70*E30),SD-25,"M10xR35xH70xE30, -, -",EA,
4100305,"NUT,HEX/M16XP1.5-10T 1종",SB60,M16XP1.5-10T TYPE.1,EA,8431.49-9000
4100306,"NUT,HEX/M18XP1.5-10T 1종",SB81,"M18xP1.5(10T,1종), S45C, 흑색산화피막처리",EA,8431.49-9000
4101000-0012050,BOLT/M128XP1.758XL50 H/T,SD-700,M128XP1.758L50 H/T,EA,
4101000-0014035,BOLT/M14XP2.0XL35 H/T,SD-700,M14XP2.0XL35 H/T,EA,
4101000-0024270,"BOLT (M24*P3.0*L270,H/T 10.9t)",SD-25,"M24xP3.0xL270_H/T, -, -",EA,
4110060-0012175,"LOCK NUT/SELF(M12*P1.75,URETAN",SD-25,"M12, -, -",EA,
4110060-9070020,"LOCK NUT/SELF (M70*P2.0, AN14)",SD-25,"-, -, -",EA,
4110800-0024200,NUT/M24XP2.0-8T,SD-700,M24XP2.0-8T,EA,8431.49-9000
4111000-0016200,NUT/M16XP2.0-10T,SD-700,M16XP2.0-10T,EA,8431.49-9000
4120000-0000220,"WASHER,PLANE/D22.0",SD-700,D22.0,EA,
4120005-0000140,"WASHER,SPRING/D14",SD-700,D14.0,EA,
4120005-0000160,"WASHER,SPRING/D16",SD-700,D16.0,EA,
4120005-0000240,"WASHER,SPRING",SD-700,,EA,
4121005-0000120,"WASHER,SPRING/D12, H/T",SD-700,D12 H/T,EA,
4121005-0000200,"WASHER,SPRING",SD-700,,EA,
4121010-0000140,BEARING WASHER ( AW 14 ),SD-25,"-, -, -",EA,
4130000-0001400,SNAP RING (H140),SD-25,", -, -",EA,
4130005-0000200,SNAP RING,SD-700,,EA,
4130005-0000220,SNAP RING,SD-700,,EA,
4143010,"NUT,CAP/M27XP2.0-8T",SB40,"M27xP2(8T), S40C, 흑색산화피막처리",EA,8431.49-9000
4143011,"NUT,CAP/M30XP2.0-8T",SB50,"M30xP2(8T), S40C, 흑색산화피막처리",EA,8431.49-9000
4143013,"NUT,CAP/M36XP3.0-8T",SB50,"M36xP3(8T), S40C, 흑색산화피막처리",EA,8431.49-9000
4143015,"NUT,CAP/M42XP3.0-8T",SB50,"M42xP3(8T), S40C, 흑색산화피막처리",EA,8431.49-9000
4210019,"WASHER,SPRING/D27",SB40,D27,EA,8431.49-9000
4210020,"WASHER,SPRING/D30-2호/T7.5",SB50,"d30.5xD49.9xt7.5(2호), SWRH57, 아연도금",EA,8431.49-9000
4211020,"WASHER,SPRING/M30-3호",SB50,"d30.5xD49.9xt7.5(3호), SWRH77, 아연도금",EA,8431.49-9000
4211022,"WASHER,SPRING/D36 H/T",SB50,"d36.5xD59.1xt9(3호), SWRH77, 아연도금",EA,8431.49-9000
4211028,"WASHER,SPRING/D42-3호",SB50,", S45C, 흑색산화피막처리",EA,
4300005-0500036,"CHAIN,ROLLER/RS50-3R,36LINK",SD-700,"RS50-3R,36LINK",EA,
4300005-1200070,"CHIN/RS120,70LINK",SD-700,"RS120,70LIN",EA,
4300005-1200285,"CHIN/RS120,285LINK",SD-700,"RS120,285LINK",EA,
4300005-160092,ROLLER CHAIN,SD-25,", , -",EA,
4300005-160389,ROLLER CHAIN,SD-25,", -, -",EA,
4300015-0350060,"CHAIN/RS35,3열, 60LINK",SD-700,"RS35,60LINK",EA,
4300130,"PIN,SPRING/D10XL40",SB30,D10XL40,EA,8431.49-9000
4300137,"PIN,SPRING/D10XL90/A-일반/V형/S70CM",SB10,D10XL90,EA,8431.49-9000
4300147,"PIN,SPRING/D13X56/A-일반/W형/S70CM",SB35,D13X56,EA,8431.49-9000
4300150,"PIN,SPRING/D13X80/A-일반/V형/S70CM",SB35,"D13xL80, STC5M, 인삼염피막처리",EA,8431.49-9000
4300152,"PIN,SPRING/D13X100/A-일반/W형/S70CM",SB35,D13X100,EA,8431.49-9000
4306005-0615800,CHAIN LINK,SD-25,"Ø6x80LINK, -, -",EA,
4306040-0021001,"CHAIN ATTACHMENT /HC2100S,14LK",SD-700,"HC2100S,14LK",EA,
4310000-014070F,"COIL SPR,PRSSR/DF14X70",SD-700,DF14X70,EA,
4311000-0220150,"인장 SPRING/OD22XL150, SAC-3600",SD-700,"OD22XL150,SAC-3600",EA,
4318000-0001351,"GAS SPRING/STR=135,MAX353,70KG",SD-700,", -, -",EA,
4320000-000180E,COUPLING HUB/가공,SD-700,,EA,
4320000-000280E,COUPLING ELASTIC RUBBER,SD-700,,EA,
4320000-022020C,"CENTA FLEX/CF-A-022-02,CPLNG",SD-700,"CF-A-022-02,CPLNG",EA,
4320000-0301220,SUPPORTING BEARING,SD-700,,EA,
4320000-080010C,"CENTA FLEX/CF-A-080-01,CPLNG",SD-700,"CF-A-080-01,CPLNG",EA,
4320000-100080E,COUPLING/ELASTIC-G80HE2 11.5 50SHA,SD-700,ELASTIC-G80HE2 11.5 50SHA,EA,8431.49-9000
4320000-100280E,COUPLING/ELASTMOR 50SHA,SD-700,ELASTMOR 50SHA,EA,8431.49-9000
4400048,"RING,SNAP/KS B 1336 S95",SQ140,"S95, SK5M, 흑색산화피막처리",EA,8431.49-9000
4410000-101970B,"WIRE ROPE ( 19x7,비자전성,B종 )",SD-25,"Ø9-L30,000, -, -",MT,
4524005-020040B,"KNOB/XOG-68,D20XL40XM8,흑",SD-700,"XOG-68,D20*L40*M8,흑, , -",EA,
4524010-0039145,SOFT PVC BOARD,SD-700,,EA,
4530030-0300300,"WEATHER STRIP ( 3JM-P30,W6 )",SD-700,"1/4"", RUBBER, -",EA,
4534010-0292602,METACONE MOUNTING ( JD-2000 ),SD-25,", -, -",EA,
4534010-1000361,METACONE MOUNTING( 후방 ),SD-25,"-, -, -",EA,
4540015-1000750,천닥트 HOSE ( D75 ),SD-25,", , -",EA,
4540015-1000750-3,-,SD-25,", -, -",EA,
4540015-1000750-4,-,SD-25,", -, -",EA,
4540015-1000750-5,-,SD-25,", -, -",EA,
4540015-1000750-6,-,SD-25,", -, -",EA,
4540015-1000750-7,-,SD-25,", -, -",EA,
4604203,"BEARING,BALL/6207ZZ",SB149P,"6207ZZ, SUJ2, -",EA,
4605203,"BEARING,BALL/6307ZZ",SB149P,"6307ZZ, SUJ2, -",EA,
4610000-0000200,HOSE BAND/2,SD-700,2,EA,
4610000-0000400,HOSE BAND/4,SD-700,,EA,
4610000-0000500,HOSE BAND/5,SD-700,"5 inch, SS275, -",EA,
4610000-0000600,HOSE BAND,SD-700,,EA,
4610000-0000700,HOSE BAND/7,SD-700,"7 inch, SS275, -",EA,
4610000-000312V,"HOSE BAND ( 31/2"" ) USA",SD-25,"3 1/2"" USA, -, -",EA,
4620030-0120002-01,PIPE CLAMP_TOP,SD-25,", -, -",EA,
4620030-0120002-02,CLAMP,SD-25,", -, -",EA,
4620060-0000180,"STEEL HOSE CLAMP( 고압 , D180 )",SD-25,"D180, -, -",EA,
4680000-0000700,DOOR LOCK/CABIN 내부,SD-700,CABIN,EA,
4680000-0000800,BONNET CATCH ASSY(KJF032-41FB)),SD-25,", -, -",EA,
4680000-1173020,"LATCH(C-1173-2,SUS304)160H 컨트롤박스",SD-25,"-, -, -",EA,
4712900-0000070,RESERVOIR/SD700,SD-700,DR76200 대체,EA,
4720125-0001000,AIR CHARGER/SD700,SD-700,,EA,
4720540-050100N,NECK( NE50100: 50B-L100 ),SD-25,"-, -, -",EA,
4720540-084150N,NECK( NE84160: 80B-L150 ),SD-25,"NE84160:80B-L150, -, -",EA,
4720540-10050BA,"HYDRAULIC CAP( CP32-50BA , NON BREATH)",SD-25,"(CP32-50BA NON BREATH), -, -",EA,
4900650-000010J,TRACK ROLLER/JS-109,SD-700,JS-109,EA,
4900650-0373731,GASKET/03737 31402,SD-700,03737 31402,EA,
4900650-1113277,"START MOTOR/1113277,D-REMY,24V",SD-700,"1113277,D-REMY,24V",EA,
4900650-2054000,FRONT IDLER ASSY/ND20-54-000A,SD-700,ND20-54-000A,EA,
4900650-2054001,FRONT IDLER/WHEEL/ND20-54-000A,SD-700,WHEEL/ND20-54-000A,EA,
4900650-2054002,"END PLATE ASSY/F/IDLER용, R/S,CYLINDER",SD-700,,EA,
4900650-2141205,"COMP' PART. GEAR, DRIVEN/21412 05001",SD-700,21412 05001,EA,
4900650-2142014,"COUPLING DRIVEN/SD700II,SD1000II,SD1000E",SD-700,,EA,
4900650-2214002,DPHRAGM,SD-700,,EA,8431.49-9000
4900650-2214102,"DIAPHRAGM/SD700/22141,02001",SD-700,"2,214,102,001",EA,8431.49-9000
4900650-2220007,CHECK VALVE/22200 07400,SD-700,22200 07400,EA,
4900650-2223006,VALVE ASSY/CHECK/22230-00600,SD-700,22230-00600,EA,
4900650-3422006,"SEPERATOR/34220,06300",SD-700,"34220,06300",EA,
4900650-3531214,SEAL KIT/BOOM CYLINDER/SD-700D,SD-700,,EA,8431.49-9000
4900650-3643603,"DIAPHRAGM/SD700/36436,00300",SD-700,"3,643,600,300",EA,8431.49-9000
4900650-3643604,"DIAPHRAGM/SD700/36436,00400",SD-700,"3,643,600,400",EA,8431.49-9000
4900650-3643701,"DIAPHRAGM/SD700/36437,00100",SD-700,"3,643,700,100",EA,8431.49-9000
4900650-3643702,"DIAPHRAGM/SD700/36437,00200",SD-700,"3,643,700,200",EA,8431.49-9000
4900650-3660002,AUTO RELIEF VALVE/36600 02800,SD-700,36600 02800,EA,
4900650-3662206,"DIAPHRAGM/36622,00601",SD-700,"36622,00601",EA,8431.49-9000
4900650-3718911,BUSHING/SD700II,SD-700,,EA,
4900650-3720018,BY-PASS VALVE ASSY/3720001800,SD-700,3720001800,EA,
4900650-3723102,PELLET ASSY,SD-700,,EA,
4900650-3730025,OIL CHECK VALVE ASSY/37300 02500,SD-700,37300 02500,EA,
4900650-3740104,OIL FILTER ASSY/37400 10400,SD-700,37400 10400,EA,
4900650-3746002,ORIFICE/37460 02000,SD-700,37460 02000,EA,
4900650-3758000,STRAINER/37580 00100,SD-700,37580 00100,EA,
4900650-3911508,FAN BELT/SD700/ENGINE,SD-700,,EA,
4900650-3911579,"FAN BELT/3911579,3289157,3289224",SD-700,"3911579,3289157,3289224",EA,
4900700-0000700,BELT/FOR AIR CONDITIONER,SD-700,,EA,
4901000-1045135,TRACK LINK,SD-700,,EA,
4901200-0006045,"SHANK ADAPTER/SP-6,T45",SD-700,T45,EA,8431.49-9000
4965000-0626638,SHANK ADAPTER/T45 0626638,SD-700,T45 0626638,EA,8431.49-9000
4965000-2903901,MIRROR/P/N:2903-9008,SD-700,P/N:2903-9008,EA,
4965000-5115200,SHANK BOLT/C51152,SD-700,,EA,
4965000-5119100,CHARGING VALVE ASSY/C51191,SD-700,,EA,
4965000-C511460,LOW PRESS. ACCMULATOR ASSY/C51146,SD-700,C51146,EA,8431.49-9000
4965000-C511770,HIGH PRESS. ACCMULATOR ASSY/C511770,SD-700,C511770,EA,8431.49-9000
5000018,유압드릴/SD700,SD-700,,EA,
5000022,유압드릴/SD700D,SD-700,,EA,
50000524,재사용 가능 코드,SB147,842X116,EA,
50000525,재사용 가능 코드,SB147,842X116,EA,
5000074,유압드릴/SD700II,SD-700,,EA,
5000089,02급 링크/SDQ02P/PUSH TYPE,SDQ02P,PUSH TYPE,EA,8431.49-9000
5000090,06급 링크/SDQ06P/PUSH TYPE,SDQ06P,PUSH TYPE,EA,
5000091,08급 링크/SDQ08P/PUSH TYPE,SDQ08P,PUSH TYPE,EA,8431.49-9000
5000092,10급 링크/SDQ10P/PUSH TYPE,SDQ10P,PUSH TYPE,EA,
5000093,08급 링크/SDQ08H/HITCH TYPE,SDQ08H,HITCH TYPE,EA,
5000094,10급 링크/SDQ10H/HITCH TYPE,SDQ10H,HITCH TYPE,EA,8431.49-9000
5000095,17급 링크/SDQ17H/HITCH TYPE,SDQ17H,HITCH TYPE,EA,
5000100,배관 SET/08급 링크/HITCH TYPE,SDQ08P,08급 LINK,SET,
5000101,배관 SET/10급 링크/HITCH TYPE,SDQ10H,10급 LINK,SET,8431.49-9000
5000102,배관 SET/17급 링크/HITCH TYPE,SDQ10H,17급 LINK,SET,
5000109,유압드릴/SD700II,SD-700,,EA,
5000111,20급 LINK/HITCH TYPE/SDQ20H,SDQ20H,,EA,
5000112,배관 SET/20급 LINK/HITCH TYPE,SDQ20H,LINK/GRADE 20/HITCH TYPE,SET,
5000120,25급 LINK/HITCH TYPE/SDQ25H,SDQ20H,,EA,
5000121,배관 SET/25급 LINK/HITCH TYPE,SDQ20H,LINK/GRADE 25/HITCH TYPE,SET,
5000122,SDQ04/JCB3CX,SDQ02P,,EA,
5000123,연료필터/PUSH TYPE/SDQ04P,SDQ02P,,EA,
5000125,08급 LINK/수동식/SDQ08H,SDQ08H,,EA,
5000126,배관 SET/08급 LINK/수동식,SDQ08P,LINK/GRADE 02/MANUAL SYSTEM,SET,
5000135,06급 링크/SDQ06P/HITCH TYPE,SDQ06P,HITCH TYPE,EA,
5000182,MANUAL GREASING SET/SQ60~SQ120,SQ60,,EA,
5000183,MANUAL GREASING SET/SQ130~SQ150,SQ130,,EA,
5000184,MANUAL GREASING SET/SQ181,SQ181,,EA,
5010090-1100814,"M/ELBOW/MJL10-8,PT1/4,D10",SD-700,"MJL10-8,PT1/4,D10",EA,
5011204,링크/SQC06N/서비스,SDQ06P,,EA,
5011205,링크/SQC08N/서비스,SDQ08P,SQC08N,EA,
5011211,굴삭기/ROB555MVP+QUICK CLAMP/현대,SDQ02P,ROBEX555MVP+QUICK CLAMP,EA,
5100205-2120014,HOSE UNION ( BHUF12-02G ),SD-25,", S20C, -",EA,
5100205-2120038,HOSE UNION ( BHUF12-03G ),SD-25,"BHUF12-03G, -, -",EA,
5100205-2220034,HOSE UNION ( BHUF22-06 ),SD-25,"BHUF22-06G, -, -",EA,
5100305-2120014,HOSE BULKHEAD UNION,SD-25,"BHBF12-02G, -, -",EA,
